nodist_1,nodist_2,nodist_3,dist,types_same,target
0.333333333333333,0.466666666666667,0.561904761904762,0.4,1,1
0.533905105028508,0.666507250766526,0.75185320983915,0.665710171265817,1,1
0.00671140939597315,0.0469798657718121,0.358836689038031,0.0756152125279642,1,0
0.333333333333333,0.474747474747475,0.720538720538721,0.521885521885522,1,1
0.0604026845637584,0.278625177954037,0.554809843400447,0.313199105145414,1,0
0.500843687682159,0.631922073937721,0.766221813161528,0.651403589507594,1,1
0.032520325203252,0.210643015521064,0.54249815225425,0.227642276422764,1,0
0.566146681423649,0.672830240594986,0.810269383430423,0.647487376822632,1,1
0.121797199027471,0.296423424315434,0.610394182426263,0.310131247455911,1,0
0.590643274853801,0.672514619883041,0.757309941520468,0.672514619883041,1,1
0.0365358592692828,0.212306815753864,0.489459440210811,0.20119649597607,1,0
0.612876254180602,0.693701226309922,0.788461538461538,0.70066889632107,1,1
0.0334448160535117,0.139588100686499,0.545150501672241,0.20137299771167,1,0
0.525940298947929,0.664878782960263,0.812454196239295,0.663022039908909,1,1
0.150087973323896,0.379212377074103,0.648086767117416,0.428806403859861,1,0
0.455744680851064,0.55404255319149,0.732978723404255,0.591063829787234,1,1
0.163070044709389,0.38123695976155,0.648837555886737,0.434754098360656,1,0
0.571428571428571,0.648351648351648,0.857142857142857,0.582417582417582,1,1
0.01,0.13,0.451428571428572,0.295714285714286,1,0
0.479020979020978,0.578088578088578,0.748251748251748,0.596736596736596,1,1
0.0256410256410256,0.0833333333333333,0.372710622710623,0.311355311355311,1,0
0.482641660015961,0.60195530726257,0.720803405160948,0.588853418462357,1,1
0.135080933963616,0.364023778828248,0.66616530583011,0.438010313708638,1,0
0.440660474716202,0.613003095975232,0.789473684210527,0.614035087719299,1,1
0.0782122905027933,0.270508673919435,0.630304812310105,0.391061452513966,1,0
0.559849788765451,0.658269441401972,0.74276326083555,0.682209356908153,1,1
0.0120481927710843,0.23567956034665,0.563305854998943,0.329740012682308,1,0
0.489910570969961,0.600206374684706,0.721623480853016,0.632997019032332,1,1
0.114089009097615,0.32370297516597,0.551758052618638,0.369191049913942,1,0
0.391875746714456,0.433691756272401,0.684587813620072,0.58542413381123,1,1
0.0628703094140882,0.209019091507571,0.540816326530612,0.288676761026991,1,0
0.559943274790008,0.598232791534853,0.688556779753464,0.637504090760336,1,1
0.0679611650485437,0.148762918885061,0.514249921703727,0.293767616661447,1,0
0.521515151515151,0.626363636363636,0.769636363636364,0.634,1,1
0.117902324213004,0.23676081200353,0.631288614298323,0.34333627537511,1,0
0.508964719491035,0.595951417004049,0.697165991902834,0.580451127819549,1,1
0.0740829346092504,0.269856459330143,0.631977671451356,0.332615629984051,1,0
0.586687306501548,0.647058823529412,0.776315789473685,0.705108359133127,1,1
0.0789473684210526,0.176315789473684,0.568421052631579,0.23421052631579,1,0
0.572481572481573,0.693576693576694,0.811512811512812,0.689013689013689,1,1
0.181989063568011,0.30041011619959,0.702665755297334,0.340396445659604,1,0
0.58187134502924,0.590643274853801,0.807017543859649,0.660818713450292,1,1
0.012987012987013,0.116883116883117,0.572112098427888,0.350649350649351,1,0
0.499785084891468,0.627981947130883,0.78809370298732,0.626477541371158,1,1
0.0101010101010101,0.143540669856459,0.600212652844232,0.262626262626263,1,0
0.569767441860465,0.622790697674419,0.721395348837209,0.672093023255814,1,1
0.0804040404040404,0.261010101010101,0.655757575757576,0.372929292929293,1,0
0.487664500274841,0.619167717528373,0.751608626766256,0.602418598635497,1,1
0.0801092896174863,0.20568306010929,0.717158469945355,0.26775956284153,1,0
0.6,0.8,0.7,0.6,1,1
0.00546448087431694,0.120218579234973,0.404371584699454,0.224043715846995,1,0
0.574028522469738,0.672509811508487,0.825235384076798,0.702312844324068,1,1
0.00145560407569141,0.0407569141193595,0.142649199417758,0.231441048034934,1,0
0.375,0.517857142857143,0.517857142857143,0.553571428571429,1,1
0.00727802037845706,0.0334788937409025,0.560225618631732,0.192139737991266,1,0
0.544281983854905,0.678669934235587,0.818312612724244,0.664160918590724,1,1
0.00146627565982405,0.0762463343108504,0.523460410557185,0.159824046920821,1,0
